mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
0.0006204919860253593,0.013774108067373707,0.3638872651558445,11.035799852196106,-0.11078679825861326,-0.004093790607563763,0.0003646973052821023,0.004943512892429891,0.10737213179316996,4.366899495441992e-12,0.1
