mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
-0.003074088265126172,0.03508251008428147,0.13353522398466608,2.5638542368629245,-0.10554152167987052,-0.02265583156223938,-0.0004773716267418848,0.016380273719829308,0.13540240028922668,1.0290996637345103e-06,0.1
