mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
-6.71819138272224e-06,0.009308683344657943,0.4454062285441941,10.894369756528274,-0.05255963594751911,-0.004045047605854002,0.0002070179077886536,0.00425087084923792,0.09194716246201384,0.0,0.1
