timestamp,mean_reversion,buy_and_hold,long_short,long_only,trend_following
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:10:00,0.0,0.0026404857635498047,-0.0026404857635498047,0.0,0.0
2025-01-01 00:20:00,0.0,0.0022357055820123595,-0.002237837585101987,0.0,0.0
2025-01-01 00:30:00,0.0,0.004868116024971281,-0.004858498095700159,0.0,0.0
2025-01-01 00:40:00,0.0,0.005085630006442132,-0.005073906652061089,0.0,0.0
2025-01-01 00:50:00,0.0,0.008876186442296818,-0.008826147648995364,0.0,0.0
2025-01-01 01:00:00,0.0,0.00662826821786755,-0.006617672717958767,0.0,0.0
2025-01-01 01:10:00,0.0,0.004540025950932058,-0.004556909049231561,0.0,0.0
2025-01-01 01:20:00,0.0,0.004220495684260417,-0.004240272391566213,0.0,0.0
2025-01-01 01:30:00,0.0,0.005828496742615874,-0.005834725704104149,0.0,0.0
2025-01-01 01:40:00,0.0,0.00552040315636404,-0.005530204659336846,0.0,0.0
2025-01-01 01:50:00,0.0,0.0024568568135394653,-0.0025003265037050193,0.0,0.0
2025-01-01 02:00:00,0.0,0.0030153741040945814,-0.002735544802634049,0.0001606702804566318,0.0
2025-01-01 02:10:00,0.0,0.0043214116051677465,-0.00403409396808263,0.0001606702804566318,0.0
2025-01-01 02:20:00,0.0,0.003718335646136328,-0.003436035331672027,0.0001606702804566318,0.0
2025-01-01 02:30:00,0.0,0.0054025649357341,-0.0051082596586010665,0.0001606702804566318,0.0
2025-01-01 02:40:00,0.0,0.005590339140761236,-0.005294070807434492,0.0001606702804566318,0.0
2025-01-01 02:50:00,0.0,0.0068312325518748995,-0.006521532911521022,0.0001606702804566318,0.0
2025-01-01 03:00:00,0.0,0.005426223867314173,-0.005135157688887615,0.0001606702804566318,0.0
2025-01-01 03:10:00,0.0,0.004565237243651321,-0.004283215197983026,0.0001606702804566318,0.0
2025-01-01 03:20:00,0.0,0.0033674985802949475,-0.003096026505108873,0.0001606702804566318,0.0
2025-01-01 03:30:00,0.0,0.003953758595966361,-0.00335093876506265,0.0003249909205174095,0.0
2025-01-01 03:40:00,0.0,0.0034683340243490957,-0.00286904610869243,0.0003249909205174095,0.0
2025-01-01 03:50:00,0.0,0.0035860547698545187,-0.0029860233916604306,0.0003249909205174095,0.0
2025-01-01 04:00:00,0.0,0.0023673627406741726,-0.001775312082451741,0.0003249909205174095,0.0
2025-01-01 04:10:00,0.0,0.0020529328044658346,-0.0014621816508251229,0.0003249909205174095,0.0
2025-01-01 04:20:00,0.0,0.0023500388385624404,-0.0017582454628185529,0.0003249909205174095,0.0
2025-01-01 04:30:00,0.0,0.0012758288088221548,-0.000688438246497447,0.0003249909205174095,0.0
2025-01-01 04:40:00,0.00020055770874027878,0.0014340542544108992,-0.0008657948535935045,0.00031526028114803317,0.0
2025-01-01 04:50:00,1.6247304190919465e-07,0.0005254512314862847,4.072151185940953e-05,0.00031526028114803317,0.0
2025-01-01 05:00:00,0.0005779699933727844,0.0017381008528793984,-0.0007163955948464862,0.00054279523666656,0.0
2025-01-01 05:10:00,0.0010406977995585098,0.003893090783031239,-0.002866105287455234,0.00054279523666656,0.0
2025-01-01 05:20:00,0.0010694810036739888,0.005544511652495032,-0.004506407166705806,0.00054279523666656,0.0
2025-01-01 05:30:00,0.0002447445058884057,0.004733313731015709,-0.0037033175729637158,0.00054279523666656,0.0
2025-01-01 05:40:00,-0.0006025401813337661,0.006860803292868978,-0.005812942847059022,0.00054279523666656,0.0
2025-01-01 05:50:00,-0.00019958154643917592,0.00535849533446453,-0.004329545019654324,0.00054279523666656,0.0
2025-01-01 06:00:00,-0.0007036766084386192,0.0038791386732628386,-0.0028644440365001023,0.00054279523666656,0.0
2025-01-01 06:10:00,-0.0009379724545248713,0.0047358206402954295,-0.0038625295840907237,0.00046896463327539273,0.0
2025-01-01 06:20:00,-0.001279448733471078,0.005796921073432326,-0.004914549308687288,0.00046896463327539273,0.0
2025-01-01 06:30:00,-0.001060074733903682,0.004556384232970334,-0.0036872238564747972,0.00046896463327539273,0.0
2025-01-01 06:40:00,-0.0008739243152435794,0.004967159096832763,-0.004094627812498031,0.00046896463327539273,0.0
2025-01-01 06:50:00,-0.0007482446035367296,0.006571156363091468,-0.0056841618385419235,0.00046896463327539273,0.0
2025-01-01 07:00:00,-0.00035305178683786576,0.005023647380401064,-0.004155494261034898,0.00046896463327539273,0.0
2025-01-01 07:10:00,0.00012042334212747363,0.004990316751684043,-0.0041224680495948185,0.00046896463327539273,0.0
2025-01-01 07:20:00,-0.00028729767949442486,0.004737889340915125,-0.0038723295331902774,0.00046896463327539273,0.0
2025-01-01 07:30:00,0.0002975419167017268,0.004346299931156983,-0.003529362507213918,0.00044623268720545006,0.0
2025-01-01 07:40:00,0.0009909382676209777,0.003844869570036158,-0.0030318641526736467,0.00044623268720545006,0.0
2025-01-01 07:50:00,0.0018062667206730776,0.0035635429299223365,-0.0026107505190710034,0.000517336980543126,0.0
2025-01-01 08:00:00,0.001672618635903067,0.004622819114739274,-0.0036635096456959504,0.000517336980543126,0.0
2025-01-01 08:10:00,0.0019797735866311506,0.004311058912960908,-0.0033543209040489685,0.000517336980543126,0.0
2025-01-01 08:20:00,0.002751856041609102,0.0015603344070278524,-0.0006245912362418116,0.000517336980543126,0.0
2025-01-01 08:30:00,0.0029889224870671693,0.002280335799464961,-0.0011250051865624444,0.0006264699097893178,0.0
2025-01-01 08:40:00,0.003960309265774953,-0.00043975958427178163,0.0012552004636270375,0.0004608560450309884,0.0
