timestamp,buy_and_hold,long_short
2025-01-01,1.0,1.0
2025-01-02,1.0306699701874593,1.0
2025-01-03,1.0589405200357456,1.0
2025-01-04,1.0571488691622617,1.0
2025-01-05,1.0500303356036202,1.0
2025-01-06,1.0737732537822662,1.0
2025-01-07,1.0066007039507174,1.0
2025-01-08,1.0032367657165946,1.0
2025-01-09,0.9671365371307875,1.0
2025-01-10,0.9854842076362018,1.0
2025-01-11,1.0073710597274588,1.0
2025-01-12,1.000145944566334,1.0
2025-01-13,0.9863307944469992,1.0
2025-01-14,1.015379309718124,1.0
2025-01-15,1.0984603394904457,1.0
2025-01-16,1.0989931900272305,1.0
2025-01-17,1.1351443836180966,1.0
2025-01-18,1.1638374530966336,1.0
2025-01-19,1.1108637316907244,1.0
2025-01-20,1.119448613504676,1.0
2025-01-21,1.1465841311438154,1.0
2025-01-22,1.1434659710540458,1.0
2025-01-23,1.1406057995777685,1.0
2025-01-24,1.1365789053156106,1.0
2025-01-25,1.1421412870349088,1.0
2025-01-26,1.1047639239571323,1.0
2025-01-27,1.1015570288129128,1.0
2025-01-28,1.0794996203987195,1.0
2025-01-29,1.0911601172953262,1.0
2025-01-30,1.1196367252039034,1.0
2025-01-31,1.1057257545369177,1.0124245394544846
2025-02-01,1.0521483551212127,0.991561930214891
2025-02-02,0.9867871637732327,0.988712461505229
2025-02-03,1.0161646859911118,0.9603070239551574
2025-02-04,0.9618267492514457,0.9089559948968727
2025-02-05,0.9415834899394018,0.8898254894058844
2025-02-06,0.9245720880673896,0.8737491890480502
2025-02-07,0.9300977533865711,0.8829817785702248
2025-02-08,0.9506897370184642,0.8995011999831474
2025-02-09,0.9504433711219266,0.903165070195054
2025-02-10,0.9581511764630696,0.9005174249738773
2025-02-11,0.9546882392308509,0.9049775897002558
2025-02-12,0.9887582788540531,0.9203067128685585
2025-02-13,0.9769395192956013,0.9011635826950742
2025-02-14,0.999734993185971,0.8937414896945214
2025-02-15,0.9949899898453816,0.8861779175851282
2025-02-16,0.9841892337038008,0.8861441537263508
2025-02-17,0.9718233597603395,0.9053460220768631
2025-02-18,0.9447953217463938,0.8937824882493767
2025-02-19,0.9637773281222165,0.8837072343492054
2025-02-20,0.9741028194434369,0.89355659479595
2025-02-21,0.9457233263144663,0.9004108601341447
2025-02-22,0.9633686600548824,0.9155768759712022
2025-02-23,0.9593411118765834,0.9114218847342336
2025-02-24,0.8642031874774153,0.9054968661248661
2025-02-25,0.866565457258071,0.9068887792789211
2025-02-26,0.8234760145902673,0.8617942838388889
2025-02-27,0.8235680060424352,0.861890555868961
2025-02-28,0.8217308474800488,0.8599679100122288
2025-03-01,0.8276752666341858,0.8587653302800585
2025-03-02,0.967142210230224,1.0034710871253183
2025-03-03,0.8315354932081764,1.0032267127997805
2025-03-04,0.845356581811598,1.004458290148756
2025-03-05,0.8662328975826388,1.0292636668325783
2025-03-06,0.8648171897205738,1.0348143085230745
2025-03-07,0.8345491103484796,1.0710321843910084
2025-03-08,0.8307973091138314,1.0644702718737087
2025-03-09,0.7695321793240453,0.9859734969704858
2025-03-10,0.728788635300854,0.9757995506298457
2025-03-11,0.7663386088418283,1.0260764697976634
2025-03-12,0.7779567748737596,1.0416324220229907
2025-03-13,0.7692602474108682,1.0427564943032401
2025-03-14,0.8004666149655926,1.0405682481819516
2025-03-15,0.8171661828789528,1.0561475843518209
2025-03-16,0.7865167085633067,1.0337255711645712
2025-03-17,0.8056070737411407,1.0234075242469456
2025-03-18,0.7955490967510962,1.010630316019971
2025-03-19,0.842369655882179,1.009465275146108
2025-03-20,0.8176042802475993,1.0237539688347508
2025-03-21,0.8144877806198743,1.0334945541643905
2025-03-22,0.8125291923921364,1.0339137453122802
2025-03-23,0.82828066518171,1.0310381066988799
2025-03-24,0.8516577780634392,1.0261808576998313
2025-03-25,0.8513882189177676,1.023539335888264
2025-03-26,0.8281939872874773,1.0222717409706343
2025-03-27,0.8342453545984287,1.0296668101870468
2025-03-28,0.795072446146642,1.018130778198316
2025-03-29,0.7704182382153529,1.0386565703305959
2025-03-30,0.7684629146985511,1.0369503535398106
2025-03-31,0.7669126156568087,1.0450160713082173
2025-04-01,0.7865367165332964,1.0372100324871707
2025-04-02,0.7473703765283592,1.034625157622421
2025-04-03,0.7536921778279446,1.0258735468127664
2025-04-04,0.7681931264800285,1.03259404630104
2025-04-05,0.7633724737493138,1.025132281652414
2025-04-06,0.6911711854343262,0.9957947189224019
2025-04-07,0.6895432225339134,0.9911528567143146
2025-04-08,0.6678513597050602,0.9599728652247811
2025-04-09,0.7399021152481275,1.0635389795033152
2025-04-10,0.7063160598158547,1.0333323803892907
2025-04-11,0.7340234140659612,1.0299955190478465
2025-04-12,0.7704334389213445,1.053138098969654
2025-04-13,0.7526264146566981,1.0683037670818334
2025-04-14,0.7584098272225083,1.0636985418003957
2025-04-15,0.745173615262136,1.067733300258638
2025-04-16,0.7517324399544991,1.058335388964998
2025-04-17,0.7588346151163822,1.0613901196874547
2025-04-18,0.7574882800860505,1.0629810479340953
2025-04-19,0.7693922715629076,1.0713339666339166
2025-04-20,0.7645034049386172,1.0720074765442842
2025-04-21,0.7681984881851625,1.0764864220644232
2025-04-22,0.8244242087907109,1.045859988173211
2025-04-23,0.8280067924912008,1.0570880087660628
2025-04-24,0.825622890881828,1.0541390043383694
2025-04-25,0.824072133825802,1.0501736211320947
2025-04-26,0.8284241732575756,1.053841274913091
2025-04-27,0.8284241732575756,1.053841274913091
