mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
7.445154336174184e-05,0.028121467499604678,0.4600528023821363,2.304039171791644,-0.07388270778154293,-0.015226678262385107,0.000981328433416806,0.014809657560190814,0.1122873509141602,1.385523789249201e-07,0.1
