mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
6.571853768403671e-06,0.002622740276188159,-0.8469819718311664,18.937797199312218,-0.048148530621151764,-0.0010866566359517549,2.567054206359387e-05,0.0011655150465195163,0.023555165403607248,0.0,0.1
