Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_1,return_3,MA_5,STD_5,HL_range,upper_shadow,lower_shadow,SMA_12,EMA_12,EMA_26,MACD,MACD_signal,RSI_14,BB_mid,BB_std,BB_upper,BB_lower,ATR_14,VWAP_5,OBV,hour,minute,weekday
2025-03-31 02:05:00+00:00,81771.390625,81771.390625,81666.984375,81746.3671875,18256896,0.0,0.0,-0.0003832798649004987,-0.0008543342447377977,81825.646875,89.1326033720852,104.40625,0.0,79.3828125,81894.20833333333,81866.12700049875,81934.40799622843,-68.28099572968495,-75.82701688811197,54.072119153383845,81805.762890625,189.32236888116242,82184.40762838733,81427.11815286268,156.12779017857142,81951.24231996674,-1990055936,2,5,0
2025-03-31 02:10:00+00:00,81804.734375,81820.59375,81743.140625,81743.140625,102193152,0.0,0.0,-3.9470408423114556e-05,-0.00285207855219205,81812.0859375,96.7601857109476,77.453125,15.859375,0.0,81884.02083333333,81847.20601965277,81920.2400428041,-73.03402315132553,-75.26841814075469,43.31606417194693,81802.889453125,189.84011061723336,82182.56967435946,81423.20923189053,135.61216517857142,81894.58342124736,-2092249088,2,10,0
2025-03-31 02:15:00+00:00,81829.0390625,81908.1484375,81829.0390625,81883.21875,26760192,0.0,0.0,0.0017136376695214839,0.0012901781095417952,81825.4765625,101.97548380907251,79.109375,24.9296875,0.0,81889.18098958333,81852.74643970618,81917.4977248186,-64.75128511241928,-73.16499153508761,46.27040052575852,81813.590625,187.92978188858336,82189.45018877716,81437.73106122283,136.671875,81893.75694397822,-2065488896,2,15,0
2025-03-31 02:20:00+00:00,81870.4453125,81870.4453125,81793.171875,81793.171875,0,0.0,0.0,-0.0010996987706959338,0.0005725598471262305,81788.721875,56.88205458265046,77.2734375,0.0,0.0,81887.42903645833,81843.58112205908,81908.28840260982,-64.70728055073414,-71.47344933821692,47.134887180758746,81832.546875,162.97067614812786,82158.48822729626,81506.60552270374,134.98995535714286,81769.00448159041,-2065488896,2,20,0
2025-03-31 02:25:00+00:00,81734.5859375,81752.875,81674.5703125,81688.6953125,38833152,0.0,0.0,-0.0012773262132401708,-0.000666053592799587,81770.91875,72.87247199094378,78.3046875,18.2890625,14.125,81852.97330729167,81819.75253597308,81892.02224778688,-72.26971181380213,-71.63270183333397,44.97985791101988,81843.964453125,142.19709604861163,82128.35864522222,81559.57026102777,134.68694196428572,81752.241412842,-2104322048,2,25,0
2025-03-31 02:30:00+00:00,81704.515625,81721.4609375,81680.1796875,81707.8984375,91485184,0.0,0.0,0.00023507689682822352,-0.002141101866492079,81763.225,77.9653774398896,41.28125,13.5625,24.3359375,81825.38736979167,81802.54421313107,81878.38344702488,-75.8392338938138,-72.47400824542994,46.01226274633935,81852.80234375,126.33983314016386,82105.48201003032,81600.12267746967,135.31138392857142,81737.00843353196,-2012836864,2,30,0
2025-03-31 02:35:00+00:00,81682.2109375,81771.5859375,81682.2109375,81756.4140625,0,0.0,0.0,0.0005937690961066444,-0.00044939952391354065,81765.8796875,77.3339676973395,89.375,15.171875,0.0,81805.21419270833,81795.44726688013,81869.34867780081,-73.90141092067643,-72.75948878047924,34.18841283905451,81859.3921875,116.89559663408005,82093.18338076815,81625.60099423183,116.37667410714286,81733.01891324064,-2012836864,2,35,0
2025-03-31 02:40:00+00:00,81743.2734375,81874.4296875,81743.2734375,81874.4296875,139475968,0.0,0.0,0.0014435029514598963,0.0022736851689144633,81764.121875,74.0293313946369,131.15625,0.0,0.0,81797.93359375,81807.59840851396,81869.72504888962,-62.12664037565992,-70.63291909951538,42.836145890038104,81857.82265625,116.44929250754596,82090.7212412651,81624.92407123491,116.09207589285714,81791.22632504502,-1873360896,2,40,0
2025-03-31 02:45:00+00:00,81952.7421875,82033.578125,81952.7421875,82029.5390625,823296,0.0,0.0,0.0018944788451293881,0.003936469192706404,81811.3953125,141.73025354703447,80.8359375,4.0390625,0.0,81816.14973958333,81841.74312451182,81881.56312397188,-39.81999946005817,-64.47033517162393,51.22929014216953,81860.350390625,119.72048368204719,82099.79135798909,81620.9094232609,114.53683035714286,81791.95134043018,-1872537600,2,45,0
2025-03-31 02:50:00+00:00,82065.5234375,82141.4609375,82028.8125,82028.8125,30746624,0.0,0.0,-8.85732759570157e-06,0.003331829564977795,81879.41875,149.52329438573761,112.6484375,75.9375,0.0,81833.86197916667,81870.52302843308,81892.47048515914,-21.947456726062228,-55.965759482511594,52.731255651642314,81868.521484375,125.51905557142405,82119.55959551784,81617.48337323216,117.72321428571429,81834.96506050149,-1903284224,2,50,0
2025-03-31 02:55:00+00:00,81993.203125,81993.203125,81895.5625,81923.9375,60988416,0.0,0.0,-0.0012785141806118672,0.0006046797845060681,81922.6265625,114.73555295999743,97.640625,0.0,28.375,81829.44466145833,81878.74063944336,81894.80137514735,-16.060735703984392,-47.98475472680616,54.78435186471628,81873.653515625,125.58487360334948,82124.8232628317,81622.4837684183,115.54296875,81908.44989116781,-1964272640,2,55,0
2025-03-31 03:00:00+00:00,81912.2578125,81954.6953125,81912.2578125,81954.6953125,28815360,0.0,0.0,0.00037544353260599017,-0.0009123999824377504,81962.2828125,67.44573226332906,42.4375,0.0,0.0,81844.193359375,81890.42597375976,81899.2379630994,-8.811989339636057,-40.15020164937214,55.73783232408277,81880.678515625,126.01276700216557,82132.70404962933,81628.65298162066,116.50334821428571,81913.55849833872,-1935457280,3,0,0
2025-03-31 03:05:00+00:00,81998.0390625,81998.0390625,81867.8828125,81867.8828125,0,0.0,0.0,-0.0010592742693872337,-0.0019618678193104033,81960.9734375,69.60661483549573,130.15625,0.0,0.0,81854.31966145833,81886.9577951044,81896.9153593513,-9.957564246898983,-34.111674168877514,45.18454639530872,81868.964453125,114.72361039108695,82098.41167390716,81639.51723234283,114.32310267857143,81958.5231731264,-1935457280,3,5,0
2025-03-31 03:10:00+00:00,81822.78125,81822.78125,81719.859375,81719.859375,0,0.0,0.0,-0.001808077018908838,-0.002491068315655598,81899.0375,115.795906392479,102.921875,0.0,0.0,81852.37955729167,81861.25034585758,81883.80010125121,-22.54975539362931,-31.799290413827876,47.32468658549803,81853.0109375,111.99682304063326,82077.00458358126,81629.01729141874,110.66517857142857,81958.03817185177,-1935457280,3,10,0
2025-03-31 03:15:00+00:00,81684.5,81684.5,81584.3828125,81616.0625,110750720,0.0,0.0,-0.0012701548411101493,-0.004131951332486339,81816.4875,143.8710840032012,100.1171875,0.0,31.6796875,81830.11653645833,81823.52913880257,81863.9676863437,-40.43854754114,-33.5271418392903,44.352572306983866,81833.889453125,118.31928785477206,82070.52802883454,81597.25087741546,112.43303571428571,81758.3412100021,-2046208000,3,15,0
2025-03-31 03:20:00+00:00,81574.0546875,81661.046875,81574.0546875,81659.1484375,46332928,0.0,0.0,0.0005279100238386736,-0.0025496491154908263,81763.5296875,143.16335408675553,86.9921875,1.8984375,0.0,81818.94791666667,81798.23980014064,81848.79589013306,-50.55608999241667,-36.93293146991558,46.48133480830786,81818.75703125,120.43428735111011,82059.62560595223,81577.88845654778,113.11439732142857,81679.29104632985,-1999875072,3,20,0
2025-03-31 03:25:00+00:00,81754.390625,81808.4453125,81743.9453125,81808.4453125,34761728,0.0,0.0,0.0018282933125890466,0.0010840197006884988,81734.2796875,103.89693029750666,64.5,0.0,10.4453125,81828.92708333333,81799.80987896517,81845.80695845654,-45.99707949136791,-38.74576107420605,46.89154341316394,81818.63203125,120.44411893168667,82059.52026911337,81577.74379338663,111.9921875,81661.3273733113,-1965113344,3,25,0
2025-03-31 03:30:00+00:00,81803.1328125,81894.1875,81803.1328125,81835.484375,159975424,0.0,0.0,0.00033051676262418894,0.0026884643571232214,81727.8,94.02253787350557,91.0546875,58.703125,0.0,81839.55924479167,81805.29826297052,81845.04232264493,-39.74405967441271,-38.94542079424738,51.856243916482725,81819.59296875,120.50089833976688,82060.59476542953,81578.59117207048,112.06417410714286,81740.5178026086,-1805137920,3,30,0
2025-03-31 03:35:00+00:00,81788.2421875,81788.2421875,81683.390625,81736.0,0,0.0,0.0,-0.0012156630556999781,0.0009411261808445204,81731.028125,93.9588114976855,104.8515625,0.0,52.609375,81837.85807291667,81794.6369917443,81836.96511356012,-42.32812181582267,-39.62196099856244,52.08438040028366,81807.545703125,115.89790327179206,82039.34150966858,81575.74989658142,114.45647321428571,81740.5178026086,-1805137920,3,35,0
2025-03-31 03:40:00+00:00,81742.5390625,81742.5390625,81697.796875,81707.2578125,120314880,0.0,0.0,-0.000351646612263834,-0.0012368833023714831,81749.2671875,72.45282750269827,44.7421875,0.0,9.4609375,81823.92708333333,81781.19404109132,81827.35716533345,-46.163124242128106,-40.93019364727558,49.97200753748259,81804.023046875,117.90574319705652,82039.83453326911,81568.21156048088,114.70368303571429,81767.58545548769,-1925452800,3,40,0
2025-03-31 03:45:00+00:00,81698.1484375,81698.1484375,81665.53125,81665.53125,79074304,0.0,0.0,-0.00051068367262741,-0.0020767656756476294,81750.54375,70.49790585702303,32.6171875,0.0,0.0,81793.59309895833,81763.39976553882,81815.37006049394,-51.970294955113786,-43.13821390884323,46.00512366156361,81799.98125,121.32222830566263,82042.62570661132,81557.33679338868,111.30022321428571,81759.85782999286,-2004527104,3,45,0
2025-03-31 03:50:00+00:00,81597.7578125,81635.625,81554.3046875,81554.3046875,0,0.0,0.0,-0.001361976843810675,-0.0022229533192228423,81699.715625,102.61518671322652,81.3203125,37.8671875,0.0,81754.05078125,81731.2312919944,81796.0318847166,-64.80059272221115,-47.470689671516816,35.84398535203482,81790.539453125,132.7850944169063,82056.10964195881,81524.9692642912,109.87667410714286,81755.15791015235,-2004527104,3,50,0
