mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
1.9947635932255216e-06,0.0002798272482358114,0.020776931662443737,10.460829596348304,-0.003148342143837457,-0.00011775592243044031,1.4356368126300366e-06,0.00012735378779415996,0.003615268138833727,0.0,0.1
