mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
0.0027402589562099127,0.027072540141218484,0.9111068714821873,4.37238383719872,-0.07383224819519096,-0.011887025067498502,0.002606640359888779,0.015072551763738673,0.12576770331816256,1.0514656323343535e-12,0.1
