mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
0.00042762477877205545,0.04354588246875836,0.05909522184003953,0.040519341520810936,-0.09668857894827099,-0.030304238402955264,0.002559049707225647,0.026564963986427603,0.1194011527822596,0.00027934181413218355,0.1
