mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
7.3685849389637e-07,0.0003093455818842467,-0.4710123746367103,39.106345775059026,-0.00646716386018289,-0.000133441592423722,3.8116292813583643e-06,0.00013884103962951143,0.006316487609741373,0.0,0.1
