mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
2.8451094567687375e-06,0.00031557853423651636,-1.0624841517556918,36.474289721622384,-0.007504224540594784,-0.00012650223065859833,0.0,0.00013454425171230966,0.004052031924706778,0.0,0.1
