mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
-1.6810020209207426e-06,0.00036715493560974686,-3.333683200823157,145.88009497448408,-0.012525803697778715,-0.00012919898438025214,0.0,0.00013483580969930742,0.006166107034590668,0.0,0.1
