mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
1.513501423490303e-06,0.0024088681510382186,0.03943641063650652,17.414863245389775,-0.027580293360108143,-0.0010630360918071347,4.979750265476923e-07,0.001083307610851847,0.040409197903107597,3.496813502649669e-30,0.1
