timestamp,buy_and_hold,long_short
2025-01-01 00:00:00,1.0,1.0
2025-01-01 00:01:00,1.0002081286147444,1.0
2025-01-01 00:02:00,1.0010845703682518,1.0
2025-01-01 00:03:00,1.0004140543441729,1.0
2025-01-01 00:04:00,1.000467100561855,1.0
2025-01-01 00:05:00,1.001607792565402,1.0
2025-01-01 00:06:00,1.001232587831886,1.0
2025-01-01 00:07:00,1.001407410962637,1.0
2025-01-01 00:08:00,1.0019074468301457,1.0
2025-01-01 00:09:00,1.0017549689487981,1.0
2025-01-01 00:10:00,1.001243096948298,1.0
2025-01-01 00:11:00,1.0014332287455159,1.0
2025-01-01 00:12:00,1.0018239354735274,1.0
2025-01-01 00:13:00,1.0020544535574905,1.0
2025-01-01 00:14:00,1.0032187597765534,1.0
2025-01-01 00:15:00,1.0039167541570475,1.0
2025-01-01 00:16:00,1.0043050733958818,1.0
2025-01-01 00:17:00,1.00463269514371,1.0
2025-01-01 00:18:00,1.0043529879256128,1.0
2025-01-01 00:19:00,1.0044004523327084,1.0
2025-01-01 00:20:00,1.0050029327965733,1.0
2025-01-01 00:21:00,1.0040453674795184,1.0
2025-01-01 00:22:00,1.0035831260531933,1.0
2025-01-01 00:23:00,1.0039087251746588,1.0
2025-01-01 00:24:00,1.003687983261399,1.0
2025-01-01 00:25:00,1.0037694195423923,1.0
2025-01-01 00:26:00,1.0034095727617458,1.0
2025-01-01 00:27:00,1.0031651899928193,1.0
2025-01-01 00:28:00,1.0033164951818827,1.0
2025-01-01 00:29:00,1.003995454558985,1.0
2025-01-01 00:30:00,1.004520885622884,0.9994766599176194
2025-01-01 00:31:00,1.0052956566430575,1.000247540406544
2025-01-01 00:32:00,1.0066076406297595,1.0012403654021513
2025-01-01 00:33:00,1.0063964761726336,1.000908613303687
2025-01-01 00:34:00,1.0062162962691603,1.0007890415478071
2025-01-01 00:35:00,1.0062941340049383,1.0008607030641719
2025-01-01 00:36:00,1.0061174597698523,1.0008953900723763
2025-01-01 00:37:00,1.0058051033555582,1.0006723944718905
2025-01-01 00:38:00,1.0065986600946082,1.0007936309991599
2025-01-01 00:39:00,1.0066333319221592,1.0007812882677982
2025-01-01 00:40:00,1.0066099979061738,1.0007449842783986
2025-01-01 00:41:00,1.0057125721216353,0.9998527873456173
2025-01-01 00:42:00,1.0056536961921243,0.9997942544567373
2025-01-01 00:43:00,1.0059428773466161,0.9999709298994222
2025-01-01 00:44:00,1.0058725736627732,0.9999010435851086
2025-01-01 00:45:00,1.0056142514141366,0.9996442549095287
2025-01-01 00:46:00,1.0063597584948965,1.000164810843487
2025-01-01 00:47:00,1.0067498553789502,1.0002554298330844
2025-01-01 00:48:00,1.0069874100105707,1.0004914520275656
2025-01-01 00:49:00,1.0068512431480585,1.0003561635615545
2025-01-01 00:50:00,1.0078605511246217,1.0013589606104312
2025-01-01 00:51:00,1.0080665787142733,1.0015636591402033
2025-01-01 00:52:00,1.0084045077918131,1.0018994082767954
2025-01-01 00:53:00,1.0085737749410122,1.002067583503416
2025-01-01 00:54:00,1.0086591625201622,1.0018971164143509
2025-01-01 00:55:00,1.0080325338903149,1.0012746886997819
2025-01-01 00:56:00,1.0081725013854967,1.0012193812406442
2025-01-01 00:57:00,1.0092921555535814,1.001552020766673
2025-01-01 00:58:00,1.0110402906425333,1.002661508304138
