mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
9.132803672591126e-06,0.0059384587537321875,0.12860940825387954,8.28130332566004,-0.03476065458882793,-0.0024176357458145503,3.0933068305927236e-05,0.0026443171777632557,0.04220566454795893,0.0,0.1
