mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
-6.549660770705259e-07,0.003860593231904258,0.8053850155162422,24.978315822657624,-0.03784277245437462,-0.0018354691104320864,0.0,0.001855734406573717,0.08169582543180276,3.325527392252921e-30,0.1
