mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
2.6645859859778692e-05,0.002855014050516485,0.02073498593341103,6.157569632767822,-0.02709999319341172,-0.0013106802178715071,4.109673487029397e-05,0.001396206076343276,0.022958596747418625,0.0,0.1
