mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
0.00017256062651829397,0.007690145864537386,-0.424064772474969,9.527835755373285,-0.06870974577724631,-0.0029743701396327538,0.00017110103557893552,0.0033560042096096865,0.05929602502336451,2.2810594413386337e-17,0.1
