Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-03 00:00:00+00:00,27252.32421875,27252.32421875,27170.419921875,27176.9921875,0,0.0,0.0
2023-06-03 01:00:00+00:00,27179.091796875,27196.884765625,27121.103515625,27144.517578125,0,0.0,0.0
2023-06-03 02:00:00+00:00,27144.21875,27170.453125,27143.841796875,27159.396484375,0,0.0,0.0
2023-06-03 03:00:00+00:00,27158.185546875,27181.451171875,27145.314453125,27155.107421875,0,0.0,0.0
2023-06-03 04:00:00+00:00,27152.505859375,27169.75,27127.560546875,27169.75,0,0.0,0.0
2023-06-03 05:00:00+00:00,27168.107421875,27173.515625,27151.01953125,27163.08203125,0,0.0,0.0
2023-06-03 06:00:00+00:00,27164.61328125,27215.521484375,27164.61328125,27188.158203125,0,0.0,0.0
2023-06-03 07:00:00+00:00,27188.373046875,27200.96484375,27170.748046875,27180.8125,0,0.0,0.0
2023-06-03 08:00:00+00:00,27181.140625,27186.30859375,27153.353515625,27155.99609375,0,0.0,0.0
2023-06-03 09:00:00+00:00,27153.701171875,27159.728515625,27143.001953125,27159.66015625,0,0.0,0.0
2023-06-03 10:00:00+00:00,27159.494140625,27182.482421875,27130.3359375,27148.955078125,0,0.0,0.0
2023-06-03 11:00:00+00:00,27148.546875,27181.248046875,27138.25390625,27141.18359375,0,0.0,0.0
2023-06-03 12:00:00+00:00,27142.8828125,27178.955078125,27141.470703125,27178.708984375,0,0.0,0.0
2023-06-03 13:00:00+00:00,27176.384765625,27191.71875,27161.771484375,27176.056640625,0,0.0,0.0
2023-06-03 14:00:00+00:00,27177.658203125,27202.474609375,27176.537109375,27183.955078125,0,0.0,0.0
2023-06-03 15:00:00+00:00,27183.810546875,27316.818359375,27144.5859375,27309.61328125,0,0.0,0.0
2023-06-03 16:00:00+00:00,27313.166015625,27317.052734375,27244.65234375,27268.345703125,0,0.0,0.0
2023-06-03 17:00:00+00:00,27254.810546875,27263.802734375,27142.880859375,27173.529296875,73240576,0.0,0.0
2023-06-03 18:00:00+00:00,27171.376953125,27190.263671875,27145.37890625,27164.310546875,0,0.0,0.0
2023-06-03 19:00:00+00:00,27158.166015625,27172.34375,27062.93359375,27100.89453125,0,0.0,0.0
2023-06-03 20:00:00+00:00,27104.62890625,27131.953125,27073.5546875,27076.81640625,0,0.0,0.0
2023-06-03 21:00:00+00:00,27068.373046875,27081.400390625,26958.00390625,27006.380859375,122295296,0.0,0.0
2023-06-03 22:00:00+00:00,27011.509765625,27083.1875,27011.509765625,27074.5078125,0,0.0,0.0
2023-06-03 23:00:00+00:00,27075.751953125,27087.880859375,27062.5859375,27069.6796875,0,0.0,0.0
2023-06-04 00:00:00+00:00,27075.123046875,27075.318359375,27020.310546875,27020.310546875,0,0.0,0.0
2023-06-04 01:00:00+00:00,27018.94921875,27062.939453125,26968.224609375,27051.125,0,0.0,0.0
2023-06-04 02:00:00+00:00,27048.94140625,27099.47265625,27043.494140625,27083.9375,21615616,0.0,0.0
2023-06-04 03:00:00+00:00,27088.625,27088.677734375,27054.44140625,27068.837890625,27131392,0.0,0.0
2023-06-04 04:00:00+00:00,27070.109375,27088.884765625,27046.44921875,27057.970703125,0,0.0,0.0
2023-06-04 05:00:00+00:00,27057.796875,27061.048828125,27033.46875,27043.826171875,0,0.0,0.0
2023-06-04 06:00:00+00:00,27042.962890625,27142.1171875,27041.880859375,27133.54296875,105805824,0.0,0.0
2023-06-04 07:00:00+00:00,27134.986328125,27161.98046875,27133.173828125,27155.2890625,76615168,0.0,0.0
2023-06-04 08:00:00+00:00,27153.755859375,27159.001953125,27129.791015625,27152.6328125,72860160,0.0,0.0
2023-06-04 09:00:00+00:00,27152.822265625,27241.958984375,27152.822265625,27217.40234375,142538752,0.0,0.0
2023-06-04 10:00:00+00:00,27219.703125,27234.48046875,27202.546875,27229.630859375,0,0.0,0.0
2023-06-04 11:00:00+00:00,27228.048828125,27238.212890625,27193.25390625,27200.83203125,76980224,0.0,0.0
2023-06-04 12:00:00+00:00,27201.41015625,27218.46484375,27171.916015625,27218.46484375,108327936,0.0,0.0
2023-06-04 13:00:00+00:00,27219.06640625,27288.251953125,27214.359375,27271.23046875,132970496,0.0,0.0
2023-06-04 14:00:00+00:00,27259.615234375,27267.333984375,27187.568359375,27246.341796875,208553984,0.0,0.0
2023-06-04 15:00:00+00:00,27243.615234375,27252.33984375,27199.900390625,27199.900390625,0,0.0,0.0
2023-06-04 16:00:00+00:00,27191.125,27201.58984375,27169.728515625,27183.5546875,0,0.0,0.0
2023-06-04 17:00:00+00:00,27182.224609375,27214.197265625,27182.224609375,27193.0703125,0,0.0,0.0
2023-06-04 18:00:00+00:00,27191.49609375,27215.01953125,27191.49609375,27200.140625,0,0.0,0.0
2023-06-04 19:00:00+00:00,27196.77734375,27230.9921875,27196.77734375,27221.873046875,0,0.0,0.0
2023-06-04 20:00:00+00:00,27226.25,27271.470703125,27219.009765625,27246.13671875,0,0.0,0.0
2023-06-04 21:00:00+00:00,27250.71484375,27281.97265625,27197.005859375,27204.65625,0,0.0,0.0
2023-06-04 22:00:00+00:00,27202.857421875,27407.01953125,27200.7109375,27249.337890625,749361152,0.0,0.0
