Datetime,Open,High,Low,Close
2025-03-25 00:00:00+00:00,87510.625,87510.625,87392.57813,87392.57813
2025-03-25 00:05:00+00:00,87354.85938,87365.41406,87293.11719,87365.41406
2025-03-25 00:10:00+00:00,87410.33594,87410.33594,87393.36719,87406.10156
2025-03-25 00:15:00+00:00,87385.58594,87413.40625,87337.30469,87413.40625
2025-03-25 00:20:00+00:00,87508.39844,87565.28906,87508.39844,87564.50781
2025-03-25 00:25:00+00:00,87600.54688,87600.54688,87530.21094,87530.21094
2025-03-25 00:30:00+00:00,87447.46094,87447.46094,87437.79688,87437.79688
2025-03-25 00:35:00+00:00,87554.01563,87613.28125,87554.01563,87605.92969
2025-03-25 00:40:00+00:00,87641.01563,87641.01563,87607.01563,87607.01563
2025-03-25 00:45:00+00:00,87607.78906,87622.78125,87607.78906,87622.78125
2025-03-25 00:50:00+00:00,87669.41406,87669.41406,87644.82031,87659.09375
2025-03-25 00:55:00+00:00,87646.54688,87646.54688,87640.01563,87640.01563
2025-03-25 01:00:00+00:00,87634.28125,87634.28125,87531.78906,87531.78906
2025-03-25 01:05:00+00:00,87534.125,87534.125,87484.57031,87497.38281
2025-03-25 01:10:00+00:00,87460.75781,87460.75781,87453.44531,87453.44531
2025-03-25 01:15:00+00:00,87445.05469,87445.05469,87322.99219,87322.99219
2025-03-25 01:20:00+00:00,87273.98438,87318.58594,87273.98438,87310.19531
2025-03-25 01:25:00+00:00,87291.8125,87291.8125,87142.51563,87142.51563
2025-03-25 01:30:00+00:00,87089.35156,87089.35156,86866.03125,86866.5
2025-03-25 01:35:00+00:00,86904.625,86988.76563,86904.625,86988.76563
2025-03-25 01:40:00+00:00,87019.33594,87101.36719,87019.33594,87096.59375
2025-03-25 01:45:00+00:00,87084.95313,87120.27344,87084.95313,87091.25781
2025-03-25 01:50:00+00:00,87180.57813,87289.80469,87180.57813,87224.64844
2025-03-25 01:55:00+00:00,87145.52344,87145.52344,87076.01563,87076.01563
2025-03-25 02:00:00+00:00,87094.71875,87094.71875,87067.08594,87067.08594
2025-03-25 02:05:00+00:00,86996.5,86996.5,86966.74219,86980.21094
2025-03-25 02:10:00+00:00,86965.33594,86965.33594,86906.94531,86906.94531
2025-03-25 02:15:00+00:00,86938.38281,87009.88281,86938.38281,87009.88281
2025-03-25 02:20:00+00:00,87069.90625,87069.90625,87017.60156,87031.32813
2025-03-25 02:25:00+00:00,87025.92188,87054.97656,87025.92188,87044.32031
2025-03-25 02:30:00+00:00,87044.89063,87044.89063,86964.46875,86964.46875
2025-03-25 02:35:00+00:00,87074.84375,87074.84375,86996.8125,86996.8125
2025-03-25 02:40:00+00:00,86978.625,86978.625,86935.46875,86960.11719
2025-03-25 02:45:00+00:00,86949.58594,86999.77344,86949.58594,86962.28906
2025-03-25 02:50:00+00:00,86994.75,86994.75,86930.74219,86930.74219
2025-03-25 02:55:00+00:00,86880.92969,86880.92969,86871.74219,86871.74219
2025-03-25 03:00:00+00:00,86863.11719,86916.79688,86863.11719,86866.32813
2025-03-25 03:05:00+00:00,86830.94531,86948.29688,86830.94531,86948.29688
2025-03-25 03:10:00+00:00,87000.19531,87000.19531,86966.23438,86966.23438
2025-03-25 03:15:00+00:00,86904.5625,86904.5625,86750.19531,86750.19531
2025-03-25 03:20:00+00:00,86704.57031,86720.03125,86688.67188,86715.38281
2025-03-25 03:25:00+00:00,86737.34375,86784.23438,86737.34375,86784.23438
2025-03-25 03:30:00+00:00,86777.22656,86825.45313,86777.22656,86825.45313
2025-03-25 03:35:00+00:00,86726.16406,86726.16406,86589.33594,86589.33594
2025-03-25 03:40:00+00:00,86572.39063,86572.39063,86549.26563,86557.89063
2025-03-25 03:45:00+00:00,86497.91406,86552.28906,86452.48438,86452.48438
2025-03-25 03:50:00+00:00,86420.20313,86540.5625,86420.20313,86508.80469
2025-03-25 03:55:00+00:00,86543.79688,86543.79688,86508.71875,86508.71875
2025-03-25 04:00:00+00:00,86530.46094,86530.46094,86370.97656,86370.97656
2025-03-25 04:05:00+00:00,86465.61719,86542.27344,86444.64063,86542.27344
2025-03-25 04:10:00+00:00,86574.19531,86645.60938,86552.67969,86645.60938
2025-03-25 04:15:00+00:00,86546.10938,86566.57031,86511.20313,86566.57031
2025-03-25 04:20:00+00:00,86546.60938,86564.69531,86546.60938,86564.69531
2025-03-25 04:25:00+00:00,86639.40625,86639.40625,86561.92188,86561.92188
2025-03-25 04:30:00+00:00,86482.64063,86482.64063,86416.54688,86475.11719
2025-03-25 04:35:00+00:00,86487.21875,86497.14063,86455.92969,86497.14063
2025-03-25 04:40:00+00:00,86506.35938,86506.35938,86466.61719,86484.46875
2025-03-25 04:45:00+00:00,86486.47656,86492.96094,86479.64063,86479.64063
2025-03-25 04:50:00+00:00,86462.28906,86505.125,86436.0625,86471.53906
2025-03-25 04:55:00+00:00,86454.96875,86520.875,86447.53906,86520.875
2025-03-25 05:00:00+00:00,86504.33594,86504.33594,86485.22656,86485.22656
2025-03-25 05:05:00+00:00,86511.74219,86522.78906,86511.74219,86522.44531
2025-03-25 05:10:00+00:00,86519.59375,86525.3125,86430.03906,86430.03906
2025-03-25 05:15:00+00:00,86442.69531,86529.52344,86434.71875,86529.52344
2025-03-25 05:20:00+00:00,86543.28906,86568.97656,86543.28906,86568.97656
2025-03-25 05:25:00+00:00,86595.59375,86653.3125,86595.59375,86617.29688
2025-03-25 05:30:00+00:00,86640.41406,86732.21094,86640.41406,86726.39844
2025-03-25 05:35:00+00:00,86674.58594,86674.58594,86658.04688,86666.72656
2025-03-25 05:40:00+00:00,86645.96875,86697.99219,86589.64063,86697.99219
2025-03-25 05:45:00+00:00,86692.32031,86742.29688,86692.32031,86739.32813
2025-03-25 05:50:00+00:00,86750.03906,86780.69531,86739.14844,86780.69531
2025-03-25 05:55:00+00:00,86748.57031,86748.57031,86696.52344,86696.52344
2025-03-25 06:00:00+00:00,86702.64063,86702.64063,86662.85938,86665.65625
2025-03-25 06:05:00+00:00,86754.67188,86754.67188,86727.1875,86727.1875
2025-03-25 06:10:00+00:00,86728.47656,86802.08594,86728.47656,86802.08594
2025-03-25 06:15:00+00:00,86804.6875,86804.6875,86746.82031,86746.82031
2025-03-25 06:20:00+00:00,86738.9375,86738.9375,86721.17969,86735.88281
2025-03-25 06:25:00+00:00,86691.98438,86787.76563,86691.98438,86787.76563
2025-03-25 06:30:00+00:00,86772.64063,86836.29688,86772.64063,86836.29688
2025-03-25 06:35:00+00:00,86875.4375,86875.4375,86832.41406,86854.63281
2025-03-25 06:40:00+00:00,86844.0625,86844.0625,86797.6875,86797.6875
2025-03-25 06:45:00+00:00,86705,86705,86661.84375,86671.44531
2025-03-25 06:50:00+00:00,86565.61719,86587.47656,86564.90625,86587.47656
2025-03-25 06:55:00+00:00,86581.25,86592.94531,86581.25,86592.94531
2025-03-25 07:00:00+00:00,86573.73438,86760.96094,86573.73438,86760.96094
2025-03-25 07:05:00+00:00,86769.35156,86803.01563,86769.35156,86792.41406
2025-03-25 07:10:00+00:00,86785.07031,86785.07031,86591.19531,86591.19531
2025-03-25 07:15:00+00:00,86586.74219,86651.125,86586.74219,86651.125
2025-03-25 07:20:00+00:00,86615.00781,86615.00781,86581.27344,86581.27344
2025-03-25 07:25:00+00:00,86582.6875,86582.6875,86567.25781,86567.25781
2025-03-25 07:30:00+00:00,86503.86719,86503.86719,86482.78906,86482.78906
2025-03-25 07:35:00+00:00,86438.625,86471.64844,86414.4375,86414.4375
2025-03-25 07:40:00+00:00,86380.3125,86402.23438,86380.3125,86385.125
2025-03-25 07:45:00+00:00,86416.10156,86469.53906,86416.10156,86469.53906
2025-03-25 07:50:00+00:00,86467.30469,86477.51563,86455.54688,86477.51563
2025-03-25 07:55:00+00:00,86487.92969,86487.92969,86449.32031,86449.32031
2025-03-25 08:00:00+00:00,86463.07031,86573.41406,86463.07031,86573.41406
2025-03-25 08:05:00+00:00,86552.29688,86552.29688,86515.90625,86541.01563
2025-03-25 08:10:00+00:00,86545.5625,86545.5625,86512.29688,86524.66406
2025-03-25 08:15:00+00:00,86517.04688,86517.04688,86465.17969,86465.17969
2025-03-25 08:20:00+00:00,86525.47656,86607.92969,86525.47656,86607.92969
2025-03-25 08:25:00+00:00,86622.21094,86669.69531,86622.21094,86636.30469
2025-03-25 08:30:00+00:00,86631.82813,86692.13281,86631.82813,86692.13281
2025-03-25 08:35:00+00:00,86688.6875,86709.46094,86688.6875,86701.89844
2025-03-25 08:40:00+00:00,86729.5625,86732.19531,86711.8125,86719.38281
2025-03-25 08:45:00+00:00,86688.38281,86725.53125,86688.38281,86725.53125
2025-03-25 08:50:00+00:00,86710.32813,86721.39844,86710.32813,86716.34375
2025-03-25 08:55:00+00:00,86715.72656,86757.99219,86715.72656,86722.45313
2025-03-25 09:00:00+00:00,86731.9375,86765.52344,86698.48438,86765.52344
2025-03-25 09:05:00+00:00,86757.19531,86757.19531,86711.13281,86711.13281
2025-03-25 09:10:00+00:00,86686.64844,86716.65625,86686.64844,86713.53906
2025-03-25 09:15:00+00:00,86697.38281,86804.39063,86697.38281,86804.39063
2025-03-25 09:20:00+00:00,86852.39063,86898.36719,86852.39063,86882.09375
2025-03-25 09:25:00+00:00,86890.29688,86906.46094,86856,86898.19531
2025-03-25 09:30:00+00:00,86893.04688,86965.30469,86886.78906,86965.30469
2025-03-25 09:35:00+00:00,86940.69531,87279.90625,86940.69531,87209.86719
2025-03-25 09:40:00+00:00,87188.74219,87188.74219,87104.50781,87128.71094
2025-03-25 09:45:00+00:00,87188.54688,87301.82031,87188.54688,87301.82031
2025-03-25 09:50:00+00:00,87311.4375,87330.39063,87297.3125,87297.3125
2025-03-25 09:55:00+00:00,87318.28125,87318.28125,87244.70313,87244.70313
2025-03-25 10:00:00+00:00,87244.52344,87292.71094,87205.85156,87205.85156
2025-03-25 10:05:00+00:00,87198.45313,87203.53125,87131.67188,87131.67188
2025-03-25 10:10:00+00:00,87070.53906,87083.29688,87059.32031,87064.64063
2025-03-25 10:15:00+00:00,87104.13281,87104.13281,87059.03906,87059.03906
2025-03-25 10:20:00+00:00,87042.10938,87042.10938,86991.90625,86991.90625
2025-03-25 10:25:00+00:00,86999.16406,87132.99219,86999.16406,87132.99219
2025-03-25 10:30:00+00:00,87106.92969,87138.14063,87100.57031,87100.57031
2025-03-25 10:35:00+00:00,87085.55469,87085.55469,87068.02344,87076.79688
2025-03-25 10:40:00+00:00,87098.08594,87227.60156,87098.08594,87201.17188
2025-03-25 10:45:00+00:00,87194.78125,87201.82031,87178.71094,87201.82031
2025-03-25 10:50:00+00:00,87203.35938,87203.35938,87187.57813,87187.57813
2025-03-25 10:55:00+00:00,87159.24219,87159.24219,87137.13281,87137.13281
2025-03-25 11:00:00+00:00,87155.0625,87240.9375,87155.0625,87240.9375
2025-03-25 11:05:00+00:00,87196.07031,87196.07031,87096.45313,87096.45313
2025-03-25 11:10:00+00:00,87130.78906,87159.14844,87130.78906,87159.14844
2025-03-25 11:15:00+00:00,87165.0625,87338.23438,87165.0625,87338.23438
2025-03-25 11:20:00+00:00,87336.32813,87389.63281,87299.44531,87389.63281
2025-03-25 11:25:00+00:00,87356.625,87356.625,87331.10156,87331.10156
2025-03-25 11:30:00+00:00,87350.01563,87398.59375,87350.01563,87398.59375
2025-03-25 11:35:00+00:00,87463.70313,87463.70313,87313.17969,87313.17969
2025-03-25 11:40:00+00:00,87329.64844,87462.17969,87329.64844,87462.17969
2025-03-25 11:45:00+00:00,87491.92969,87491.92969,87475.16406,87491.3125
2025-03-25 11:50:00+00:00,87443.89063,87443.89063,87393.49219,87393.49219
2025-03-25 11:55:00+00:00,87402.49219,87411.875,87402.49219,87411.875
2025-03-25 12:00:00+00:00,87442.11719,87442.11719,87311.28125,87311.28125
2025-03-25 12:05:00+00:00,87334.32031,87334.32031,87235.30469,87271.55469
2025-03-25 12:10:00+00:00,87235.85156,87301.61719,87226.0625,87301.61719
2025-03-25 12:15:00+00:00,87331.35156,87331.35156,87249.89844,87249.89844
2025-03-25 12:20:00+00:00,87239.24219,87239.24219,87222.17188,87222.17188
2025-03-25 12:25:00+00:00,87234.50781,87309.60156,87234.50781,87280.40625
2025-03-25 12:30:00+00:00,87256.90625,87305.25,87256.90625,87277.39844
2025-03-25 12:35:00+00:00,87184.64063,87184.64063,87124.33594,87124.33594
2025-03-25 12:40:00+00:00,87101.10156,87140.50781,87000.14063,87140.50781
2025-03-25 12:45:00+00:00,87170.9375,87170.9375,87155.97656,87159.40625
2025-03-25 12:50:00+00:00,87134.84375,87199.75781,87125.92969,87125.92969
2025-03-25 12:55:00+00:00,87122.875,87122.875,87040.96094,87069.40625
2025-03-25 13:00:00+00:00,87096.88281,87229.82031,87096.88281,87229.82031
2025-03-25 13:05:00+00:00,87246.64844,87283.54688,87246.64844,87265.8125
2025-03-25 13:10:00+00:00,87329.95313,87382.46875,87329.95313,87382.46875
2025-03-25 13:15:00+00:00,87426.07031,87633.59375,87426.07031,87633.59375
2025-03-25 13:20:00+00:00,87656.96875,87695.79688,87635.17188,87635.17188
2025-03-25 13:25:00+00:00,87560.94531,87647.55469,87560.94531,87647.55469
2025-03-25 13:30:00+00:00,87701.96875,87924.1875,87701.96875,87924.1875
2025-03-25 13:35:00+00:00,87611.64063,87611.64063,87494.46875,87554.25
2025-03-25 13:40:00+00:00,87587.03125,87587.03125,87332.66406,87332.66406
2025-03-25 13:45:00+00:00,87355.875,87454.13281,87291.64063,87291.64063
2025-03-25 13:50:00+00:00,87206.34375,87415.39063,87206.34375,87415.39063
2025-03-25 13:55:00+00:00,87498.86719,87660.52344,87498.86719,87625.76563
2025-03-25 14:00:00+00:00,87635.85938,87635.85938,87424.90625,87448.32031
2025-03-25 14:05:00+00:00,87529.66406,87660.28906,87431.67188,87431.67188
2025-03-25 14:10:00+00:00,87549.41406,87610.17188,87525.69531,87610.17188
2025-03-25 14:15:00+00:00,87661.82031,87824.03125,87661.82031,87673.96875
2025-03-25 14:20:00+00:00,87655.0625,87758.82031,87655.0625,87758.82031
2025-03-25 14:25:00+00:00,87700.15625,87700.15625,87587.375,87654.9375
2025-03-25 14:30:00+00:00,87744.07813,87777.125,87673.83594,87743.99219
2025-03-25 14:35:00+00:00,87985.77344,87985.77344,87901.89844,87942.92969
2025-03-25 14:40:00+00:00,87962.14844,88192.27344,87962.14844,88192.27344
2025-03-25 14:45:00+00:00,88154.85156,88154.85156,88141.13281,88141.13281
2025-03-25 14:50:00+00:00,88124.57031,88130.14844,88065.83594,88130.14844
2025-03-25 14:55:00+00:00,88007.77344,88007.77344,87945.42188,87945.42188
