Datetime,Open,High,Low,Close
2025-03-25 15:00:00+00:00,88016.17188,88095.5625,88016.17188,88071.45313
2025-03-25 15:05:00+00:00,88063.96094,88136.21875,88017.47656,88136.21875
2025-03-25 15:10:00+00:00,88177.76563,88218.22656,88023.03125,88023.03125
2025-03-25 15:15:00+00:00,88062.46875,88062.46875,87918.14844,87918.14844
2025-03-25 15:20:00+00:00,87899.125,87909.66406,87899.125,87909.66406
2025-03-25 15:25:00+00:00,87984.09375,88060.89844,87984.09375,88055.25
2025-03-25 15:30:00+00:00,87998.82813,88040.9375,87941.88281,87941.88281
2025-03-25 15:35:00+00:00,87837.17188,87837.17188,87803.78125,87826.30469
2025-03-25 15:40:00+00:00,87859.25,87984.30469,87859.25,87984.30469
2025-03-25 15:45:00+00:00,88013.67969,88038.60156,87861.28906,87861.28906
2025-03-25 15:50:00+00:00,87863.75,87869.22656,87794.60156,87794.60156
2025-03-25 15:55:00+00:00,87809.75781,87877.5,87755.79688,87877.5
2025-03-25 16:00:00+00:00,87882.30469,87882.30469,87835.11719,87835.11719
2025-03-25 16:05:00+00:00,87806.07031,87806.07031,87768.26563,87768.26563
2025-03-25 16:10:00+00:00,87841.5,87970.73438,87841.5,87930.39063
2025-03-25 16:15:00+00:00,87915.09375,87915.09375,87784.89844,87784.89844
2025-03-25 16:20:00+00:00,87807.00781,87933.92969,87807.00781,87933.92969
2025-03-25 16:25:00+00:00,87950.95313,87950.95313,87890.51563,87911.57813
2025-03-25 16:30:00+00:00,87838.40625,87838.40625,87733.59375,87733.59375
2025-03-25 16:35:00+00:00,87780.26563,87780.26563,87731.36719,87748.23438
2025-03-25 16:40:00+00:00,87693.14063,87725.14844,87693.14063,87725.14844
2025-03-25 16:45:00+00:00,87783.71094,87783.71094,87725.50781,87782.375
2025-03-25 16:50:00+00:00,87790.07813,87839.39844,87790.07813,87839.39844
2025-03-25 16:55:00+00:00,87855.42969,87879.8125,87822.28125,87822.28125
2025-03-25 17:00:00+00:00,87838.67188,88018.45313,87838.67188,88018.45313
2025-03-25 17:05:00+00:00,88067.50781,88181.64844,88067.50781,88181.64844
2025-03-25 17:10:00+00:00,88326.32031,88326.32031,88192.13281,88192.13281
2025-03-25 17:15:00+00:00,88207.49219,88207.49219,88134.90625,88134.90625
2025-03-25 17:20:00+00:00,88092.24219,88133.64844,88092.24219,88111.58594
2025-03-25 17:25:00+00:00,88057.64063,88057.64063,88040.09375,88040.09375
2025-03-25 17:30:00+00:00,88005.59375,88018.86719,88005.59375,88018.86719
2025-03-25 17:35:00+00:00,88099.52344,88099.52344,88020.70313,88077.42188
2025-03-25 17:40:00+00:00,88057.34375,88076.41406,88057.34375,88076.41406
2025-03-25 17:45:00+00:00,88084.23438,88094.71875,88009.71875,88094.71875
2025-03-25 17:50:00+00:00,87962.57813,87968.73438,87933.89063,87933.89063
2025-03-25 17:55:00+00:00,87963.51563,87990.75,87963.51563,87990.75
2025-03-25 18:00:00+00:00,87973.71875,87973.71875,87919,87919
2025-03-25 18:05:00+00:00,88010.03906,88010.03906,87978.60938,87978.60938
2025-03-25 18:10:00+00:00,88022.22656,88053.55469,87998.42188,87998.42188
2025-03-25 18:15:00+00:00,87969.875,87969.875,87921.34375,87940.19531
2025-03-25 18:20:00+00:00,87943.48438,87943.48438,87834.58594,87834.58594
2025-03-25 18:25:00+00:00,87827.09375,87827.09375,87733.89844,87800.89844
2025-03-25 18:30:00+00:00,87811.4375,87811.4375,87780.19531,87795.46875
2025-03-25 18:35:00+00:00,87864.24219,87864.41406,87798.32031,87839.71094
2025-03-25 18:40:00+00:00,87727.53906,87727.53906,87647.86719,87647.86719
2025-03-25 18:45:00+00:00,87646.41406,87706.25,87646.41406,87706.25
2025-03-25 18:50:00+00:00,87708.39844,87772.05469,87708.39844,87726.6875
2025-03-25 18:55:00+00:00,87774.20313,87867.47656,87774.20313,87867.47656
2025-03-25 19:00:00+00:00,87867.29688,87957.95313,87867.29688,87957.95313
2025-03-25 19:05:00+00:00,87950.02344,88048.19531,87950.02344,88048.19531
2025-03-25 19:10:00+00:00,88086.46094,88086.46094,88022.57813,88051.09375
2025-03-25 19:15:00+00:00,88064.9375,88101.49219,88032.71875,88072.6875
2025-03-25 19:20:00+00:00,88002.60938,88002.60938,87958.70313,87958.70313
2025-03-25 19:25:00+00:00,88050.10156,88050.10156,87975.74219,87975.74219
2025-03-25 19:30:00+00:00,87931.73438,87957.3125,87923.6875,87957.3125
2025-03-25 19:35:00+00:00,87955.32813,88017.28125,87931.3125,88017.28125
2025-03-25 19:40:00+00:00,87908.32031,87913.25781,87890.29688,87913.25781
2025-03-25 19:45:00+00:00,87972.76563,88208.72656,87972.76563,88208.72656
2025-03-25 19:50:00+00:00,88180.33594,88236.26563,88180.33594,88236.26563
2025-03-25 19:55:00+00:00,88217.52344,88272.26563,88214.21875,88272.26563
2025-03-25 20:00:00+00:00,88198.74219,88212.11719,88013.71094,88013.71094
2025-03-25 20:05:00+00:00,88108.50781,88405.46094,88108.50781,88405.46094
2025-03-25 20:10:00+00:00,88460.96875,88535.40625,88386.41406,88386.41406
2025-03-25 20:15:00+00:00,88470.45313,88470.45313,88376.47656,88376.47656
2025-03-25 20:20:00+00:00,88345.89844,88345.89844,88300.13281,88300.13281
2025-03-25 20:25:00+00:00,88320.05469,88320.05469,88228.64844,88228.64844
2025-03-25 20:30:00+00:00,88131.74219,88136.63281,88131.74219,88136.63281
2025-03-25 20:35:00+00:00,88163.67969,88163.67969,88108.21094,88108.21094
2025-03-25 20:40:00+00:00,88100.0625,88100.0625,88056.39844,88073.125
2025-03-25 20:45:00+00:00,88050.07813,88050.07813,88024.67969,88040.34375
2025-03-25 20:50:00+00:00,88067.48438,88067.48438,87958.60938,87967.46875
2025-03-25 20:55:00+00:00,87885.11719,87885.11719,87867.66406,87874.75781
2025-03-25 21:00:00+00:00,87890.1875,87975.41406,87890.1875,87975.41406
2025-03-25 21:05:00+00:00,88065.36719,88162.5,88065.36719,88162.5
2025-03-25 21:10:00+00:00,88165.90625,88211.20313,88165.90625,88211.20313
2025-03-25 21:15:00+00:00,88191.30469,88191.30469,88188.51563,88189.78906
2025-03-25 21:20:00+00:00,88216.03906,88216.03906,88204.72656,88204.72656
2025-03-25 21:25:00+00:00,88116.67188,88116.67188,88046.1875,88046.1875
2025-03-25 21:30:00+00:00,88008.28125,88047.85156,87977.69531,87977.69531
2025-03-25 21:35:00+00:00,87931.32813,87931.32813,87857.99219,87857.99219
2025-03-25 21:40:00+00:00,87965.85938,87965.85938,87912.625,87912.625
2025-03-25 21:45:00+00:00,87885.70313,87917.82813,87861.875,87917.82813
2025-03-25 21:50:00+00:00,87906.88281,87906.88281,87876.77344,87876.77344
2025-03-25 21:55:00+00:00,87881.15625,87881.15625,87779.1875,87779.1875
2025-03-25 22:00:00+00:00,87773.96875,87773.96875,87689.46875,87689.46875
2025-03-25 22:05:00+00:00,87677.88281,87782.48438,87677.88281,87782.48438
2025-03-25 22:10:00+00:00,87825.78125,87827.19531,87825.78125,87827.19531
2025-03-25 22:15:00+00:00,87781.63281,87781.63281,87638.02344,87646.24219
2025-03-25 22:20:00+00:00,87636.09375,87636.09375,87535.60156,87535.60156
2025-03-25 22:25:00+00:00,87560.66406,87593.20313,87537.44531,87537.44531
2025-03-25 22:30:00+00:00,87390.07813,87406.11719,87266.25781,87406.11719
2025-03-25 22:35:00+00:00,87436.52344,87538.04688,87436.52344,87538.04688
2025-03-25 22:40:00+00:00,87594.9375,87600.22656,87562.03125,87600.22656
2025-03-25 22:45:00+00:00,87570.70313,87570.70313,87490.78125,87490.78125
2025-03-25 22:50:00+00:00,87546.96875,87645.96094,87546.96875,87645.96094
2025-03-25 22:55:00+00:00,87678.30469,87678.30469,87545.0625,87545.0625
2025-03-25 23:00:00+00:00,87522.33594,87527.60938,87354.17188,87354.17188
2025-03-25 23:05:00+00:00,87292.59375,87292.59375,87253.80469,87276.5625
2025-03-25 23:10:00+00:00,87283.96875,87283.96875,87205.10938,87258.75781
2025-03-25 23:15:00+00:00,87274.42969,87365.55469,87274.42969,87365.55469
2025-03-25 23:20:00+00:00,87345.78125,87352.40625,87316.53906,87352.40625
2025-03-25 23:25:00+00:00,87353.57031,87385.77344,87348.58594,87350.25
2025-03-25 23:30:00+00:00,87412.25781,87412.25781,87375.20313,87396.92188
2025-03-25 23:35:00+00:00,87410.375,87425.92188,87410.375,87425.92188
2025-03-25 23:40:00+00:00,87437.32813,87474.8125,87437.16406,87437.16406
2025-03-25 23:45:00+00:00,87456.03125,87456.03125,87387.39844,87419.69531
2025-03-25 23:50:00+00:00,87434.72656,87493.26563,87434.72656,87493.26563
2025-03-25 23:55:00+00:00,87499.00781,87507.25,87493.14844,87493.14844
2025-03-26 00:00:00+00:00,87438.86719,87438.86719,87363.05469,87388.71875
2025-03-26 00:05:00+00:00,87364.78125,87364.78125,87287.40625,87287.40625
2025-03-26 00:10:00+00:00,87321.52344,87372.29688,87321.52344,87372.29688
2025-03-26 00:15:00+00:00,87348.41406,87507.03125,87348.41406,87507.03125
2025-03-26 00:20:00+00:00,87472.21875,87493.35156,87472.21875,87493.35156
2025-03-26 00:25:00+00:00,87550.22656,87597.96094,87550.22656,87597.96094
2025-03-26 00:30:00+00:00,87609.19531,87609.19531,87529.36719,87529.36719
2025-03-26 00:35:00+00:00,87582.14844,87688.4375,87582.14844,87676.49219
2025-03-26 00:40:00+00:00,87662.125,87783.78906,87662.125,87783.78906
2025-03-26 00:45:00+00:00,87764.09375,87764.09375,87739.25781,87739.25781
2025-03-26 00:50:00+00:00,87719.19531,87788.80469,87719.19531,87788.80469
2025-03-26 00:55:00+00:00,87772.35938,87772.35938,87677.73438,87677.73438
2025-03-26 01:00:00+00:00,87681.125,87681.125,87619.76563,87619.76563
2025-03-26 01:05:00+00:00,87635.96094,87635.96094,87606.76563,87606.76563
2025-03-26 01:10:00+00:00,87613.8125,87715.04688,87613.8125,87715.04688
2025-03-26 01:15:00+00:00,87738.52344,87751.02344,87701.97656,87701.97656
2025-03-26 01:20:00+00:00,87847.17188,87847.17188,87822.28906,87827.47656
2025-03-26 01:25:00+00:00,87811.28125,87861.96875,87802.08594,87861.96875
2025-03-26 01:30:00+00:00,87884.99219,87884.99219,87823.94531,87823.94531
2025-03-26 01:35:00+00:00,87810.85156,87810.85156,87790.78125,87792.5
2025-03-26 01:40:00+00:00,87789.23438,87810.65625,87789.23438,87810.65625
2025-03-26 01:45:00+00:00,87829.71875,87840.29688,87823.45313,87840.29688
2025-03-26 01:50:00+00:00,87835.79688,87835.79688,87798.36719,87798.36719
2025-03-26 01:55:00+00:00,87826.44531,87854.82031,87826.44531,87854.82031
2025-03-26 02:00:00+00:00,87860.45313,87860.45313,87698.3125,87698.3125
2025-03-26 02:05:00+00:00,87699.90625,87699.90625,87611.00781,87611.00781
2025-03-26 02:10:00+00:00,87642.30469,87667.63281,87642.30469,87667.63281
2025-03-26 02:15:00+00:00,87577.92188,87577.92188,87538.625,87563.32031
2025-03-26 02:20:00+00:00,87499.5625,87512.23438,87499.5625,87512.23438
2025-03-26 02:25:00+00:00,87511.96875,87559.52344,87511.96875,87548.6875
2025-03-26 02:30:00+00:00,87586.04688,87586.04688,87536.85156,87536.85156
2025-03-26 02:35:00+00:00,87472.46094,87514.86719,87469.41406,87514.86719
2025-03-26 02:40:00+00:00,87505.92188,87505.92188,87462.54688,87473.86719
2025-03-26 02:45:00+00:00,87480.35938,87480.35938,87468.41406,87479.25
2025-03-26 02:50:00+00:00,87450.50781,87450.50781,87418.03125,87422.9375
2025-03-26 02:55:00+00:00,87406.85938,87406.85938,87377.35156,87377.35156
2025-03-26 03:00:00+00:00,87345.76563,87425.46094,87345.76563,87345.92188
2025-03-26 03:05:00+00:00,87314.44531,87321.17188,87302.32813,87302.32813
2025-03-26 03:10:00+00:00,87300.60938,87300.60938,87225.11719,87256.28125
2025-03-26 03:15:00+00:00,87209.60938,87246.69531,87193.54688,87246.69531
2025-03-26 03:20:00+00:00,87314.66406,87335.05469,87314.66406,87324.71875
2025-03-26 03:25:00+00:00,87290.72656,87316.11719,87289.67188,87289.67188
2025-03-26 03:30:00+00:00,87210.64063,87210.64063,87205.82031,87205.82031
2025-03-26 03:35:00+00:00,87215.27344,87215.27344,87155.53906,87155.53906
2025-03-26 03:40:00+00:00,87141.16406,87183.00781,87141.16406,87152.89063
2025-03-26 03:45:00+00:00,87148.08594,87148.08594,87120.125,87132.67969
2025-03-26 03:50:00+00:00,87140.85938,87151.71875,87121.46875,87121.46875
2025-03-26 03:55:00+00:00,87117.85156,87172.41406,87117.85156,87159.25
2025-03-26 04:00:00+00:00,87129.52344,87235.28125,87129.52344,87235.28125
2025-03-26 04:05:00+00:00,87243.03125,87252.59375,87243.03125,87252.59375
2025-03-26 04:10:00+00:00,87256.96094,87278.26563,87252.875,87278.26563
2025-03-26 04:15:00+00:00,87260.11719,87262.36719,87223.875,87223.875
2025-03-26 04:20:00+00:00,87233.07813,87233.07813,87199.17188,87215.74219
2025-03-26 04:25:00+00:00,87235.57813,87265.88281,87218.49219,87265.88281
