mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
1.7901008772596985e-05,0.0034789071163878063,2.220238671717867,65.38394004339993,-0.04876624673242347,-0.0013900957929182667,0.0,0.0014713999344022621,0.08486069694103537,3.49545204418357e-30,0.1
