interval,entity,strategy,Cumulative Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Kelly Criterion
10min,XRPUSDT,buy_and_hold,0.038134378285401116,0.019797869619772035,0.46914253406358847,0.042200116557942695,0.057782816234317885,-0.5104425511773717,0.038785696008506454,0.004690630672232687
10min,XRPUSDT,long_only,0.035955244326328906,0.01867597623768269,0.4691383135762771,0.0398091046866633,0.05450576046419848,-0.5104425511773794,0.036587812271145805,0.0046513645670486214
10min,XRPUSDT,mean_reversion,0.448786817356676,0.2143360614239589,0.46904890733193405,0.4569588758732118,0.565800086826881,-0.38451821960420457,0.5574145788061253,0.011267944756921167
10min,XRPUSDT,long_short,0.03659637445563879,0.019006168732178086,0.46913841599379946,0.04051292344481397,0.05546942591241899,-0.5104425511773754,0.03723468721081125,0.004663582575485714
10min,XRPUSDT,trend_following,-0.2253723628330827,-0.1252103420493943,0.3060268282037695,-0.4091482527343072,-0.40228619037122504,-0.37666716634749187,-0.3324163963202524,-0.0069874481649785936
10min,Portfolio,buy_and_hold,-0.14915286354432322,-0.08112979141693766,0.3038486309838085,-0.2670072633016435,-0.3538641018008496,-0.4663682744815138,-0.17396078561976352,-0.0021433097151082325
10min,Portfolio,long_only,-0.10567984561508148,-0.056828619611522746,0.22887116004395233,-0.24829960926754335,-0.3229370688753223,-0.34501768966494517,-0.1647121910378287,-0.002413771469629955
10min,Portfolio,mean_reversion,-0.13650147166654736,-0.07399794712221164,0.2632410668709368,-0.28110335519378415,-0.3398844511420178,-0.3435901563741686,-0.21536690079569132,-0.002998816752842859
10min,Portfolio,long_short,-0.07138824391539333,-0.03805421797463526,0.16743109838462691,-0.22728285451019475,-0.29162997012105424,-0.23882530937764498,-0.1593391340046864,-0.002506029941136023
10min,Portfolio,trend_following,-0.1571407683878736,-0.08565876278639095,0.13180938025650737,-0.6498684890232765,-0.8367085825650447,-0.21989788450256537,-0.38953882153146246,-0.011092678495405073
