mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
-9.488754217895652e-05,0.008594085562135301,-1.5523523555533465,50.690684826914236,-0.1312682261282947,-0.003080242694156188,0.0,0.00321756689057906,0.10997070638318751,6.94480191975158e-15,0.1
