mean,std,skew,kurtosis,min,25%,50%,75%,max,adf_p,kpss_p
0.0008719650187018888,0.032143991986074816,0.174029200069158,0.762492412009367,-0.08763155563733527,-0.014920831495548903,0.0004275402409259499,0.018351514021472504,0.09103531158594258,3.1692876387693667e-22,0.1
